1 24.9094195563417 24.909419309433 24.9094193094329 9.66149704261317
2 8.68641107501998 8.68641098891796 8.68641098891796 7.68607261271976
3 8.19712398883256 8.19712390758048 8.19712390758049 6.78675490676148
4 6.34908121559867 6.34908115266489 6.34908115266491 6.12534781892511
5 5.13446051958067 5.13446046868653 5.13446046868655 5.25562886036413
6 3.93253838252474 3.93253834354438 3.93253834354436 4.72876673558934
7 3.25212323654137 3.25212320430546 3.25212320430546 4.54439488118191
8 3.10520374178034 3.10520371100073 3.10520371100073 4.50133658085029
9 2.9523202239598 2.95232019469561 2.95232019469561 4.23978414496331
10 2.86404082536267 2.86404079697354 2.86404079697353 3.73032210337841
11 2.76858331632089 2.76858328887796 2.76858328887795 3.47416955370705
12 2.63171343337826 2.63171340729202 2.63171340729202 3.27259746554962
13 2.4687135457175 2.46871352124696 2.46871352124696 3.06973732268317
14 2.25174557134127 2.25174554902136 2.25174554902137 3.05345632712206
15 2.14976127614055 2.14976125483154 2.14976125483154 2.8871081535823
16 2.00663077945954 2.00663075956928 2.00663075956928 2.71757838773668
17 1.7965453314814 1.79654531367357 1.79654531367356 2.25692858909583
18 1.73117483337721 1.73117481621734 1.73117481621734 2.18105270341955
19 1.61882456304819 1.61882454700197 1.61882454700197 2.03445681053929
20 1.42860482548054 1.42860481131982 1.42860481131983 1.83166947052051
21 1.37320095477683 1.3732009411653 1.37320094116531 1.76022849061243
22 1.28575868093705 1.28575866819226 1.28575866819226 1.64254838401767
23 1.15876341924302 1.15876340775705 1.15876340775705 1.53278957569042
24 1.05202083588474 1.05202082545684 1.05202082545684 1.44891808978332
25 1.00323642317391 1.00323641322956 1.00323641322956 1.35020824767175
26 0.864302478723376 0.864302470156181 0.864302470156183 1.33976990443636
27 0.769275654650758 0.769275647025492 0.769275647025486 1.27312409839163
28 0.745725152732371 0.745725145340541 0.745725145340542 1.23207017407608
29 0.616816096282886 0.616816090168847 0.616816090168849 1.17279735587667
30 0.385285244268028 0.385285240448986 0.385285240448987 0.93251156633789
31 0.241829987149047 0.241829984751973 0.241829984751973 0.897973115263928
32 0.210534310286948 0.210534308200079 0.210534308200078 0.746345098255981
33 0.0582305206032288 0.0582305200260304 0.0582305200260306 0.629351929337741
34 nan 9.91226500877643e-07 9.91226500877592e-07 0.00270349894513047
35 nan nan nan 2.82969277082977e-15
36 nan nan nan 1.6458906698995e-15
37 nan nan nan 1.40226693878154e-15
38 nan nan nan 1.25183035894201e-15
39 nan nan nan 9.79652712190416e-16
40 nan nan nan 8.9151164116567e-16
41 nan nan nan 7.23563964818412e-16
42 nan nan nan 7.04768617726252e-16
43 nan nan nan 6.9244594842742e-16
44 nan nan nan 6.9244594842742e-16
45 nan nan nan 2.95913015789977e-16
